player_id,player_name,nationality,position,club,age,date_of_birth,foot,contract_expiration_date,contract_years_remaining,total_appearances,total_minutes_played,total_goals,total_assists,total_shots,total_shots_on_target,shot_accuracy,total_successful_dribbles,total_key_passes,avg_rating,career_span_years,total_yellow_cards,total_red_cards,games_per_season_avg,minutes_per_game_avg,passing_accuracy,total_tackles,total_interceptions,total_clearances,total_clean_sheets,total_saves,save_percentage,total_goals_conceded,total_injuries,total_days_out,avg_injury_duration,max_injury_duration,min_injury_duration,injury_types_list,most_recent_injury_date,days_since_last_injury,injury_frequency,had_knee_injury,had_hamstring_injury,had_acl_injury,had_surgery,injury_severity_score,games_missed_due_injury,currently_injured,sentiment_score,mentions_count,positive_ratio,negative_ratio,neutral_ratio,engagement_rate,fan_base_size,trending_score,controversy_flag,media_coverage_score,hashtag_mentions,retweet_avg,like_avg,market_value,peak_value,transfer_history_total,number_of_transfers,value_trend,goals_per_game,assists_per_game,goal_contribution,goal_contribution_per_game,minutes_per_goal,minutes_per_assist,discipline_score,experience_score,injury_risk_score,availability_score,recovery_rate,estimated_contract_value,is_at_peak,career_stage,value_appreciation_potential,sentiment_momentum,popularity_index,public_perception_score,controversy_impact,player_quality_score,market_attractiveness,value_for_money,age_group
PL0153,Sadio Mané,Senegal,LW,Al Nassr,32,1994-08-15,Both,2028-02-16,2,397,38667,107,145,1151.0,499.0,52.38,450.0,689.0,8.01,10,50,8,39.7,97.4,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,17,1508,88.7,161,24,"Hamstring Injury, Hip Injury, Concussion, Ligament Damage, Back Injury, Shoulder Injury, Fracture, ACL Injury, Calf Injury, Meniscus Tear, Achilles Injury",2023-03-13,1071.0,1.7,0,1,1,1,4.13,315,0,0.622,9022,0.494,0.202,0.304,10.9,103476,25.0,0,7.44,6140,1174,1861,28.27,33.24,58.94,4,Declining,0.2695214105793451,0.36523929471032746,252,0.6347607052896725,358.02777777777777,264.8424657534247,-3.0,17.94,9.53,20.654911838790937,4.927777777777778,45.285846462367395,0,Experienced,0.0,0.1555,61.747246484092315,0.631,0.0,41.02098236775819,100.0,140.1468478570488,30-33
PL0154,Aymeric Laporte,Spain,CB,Al Nassr,30,1996-08-26,Both,2028-02-16,2,407,16920,5,27,1014.0,449.0,45.260000000000005,440.0,456.0,6.4,10,27,8,40.7,41.6,84.81,1241.0,1022.0,1773.0,115.0,758.0,72.89,218.0,23,2083,90.6,180,8,"Groin Strain, Hamstring Injury, Muscle Injury, Concussion, Hip Injury, Ligament Damage, Back Injury, Shoulder Injury, Fracture, ACL Injury, Calf Injury, Meniscus Tear",2025-03-28,325.0,2.3,0,1,1,1,5.71,408,0,0.0,2100,0.019,0.646,0.336,6.52,40237,2.2,1,4.06,6228,879,7914,13.81,16.13,23.91,3,Stable,0.012285012285012284,0.06633906633906633,32,0.07862407862407862,2820.0,604.2857142857143,-0.6999999999999993,18.14,10.0,0.0,3.775,22.122304196862178,0,Experienced,0.0,0.0,0.0,0.1171,1.3566,29.462200000000003,14.731100000000001,198.934503713707,30-33
PL0155,Marcelo Brozović,Croatia,CDM,Al Nassr,32,1994-02-10,Both,2031-02-15,5,298,26192,80,46,1014.0,449.0,45.260000000000005,340.0,325.0,6.55,10,40,7,29.8,87.9,89.42,345.0,738.0,1302.0,115.0,758.0,72.89,218.0,7,550,78.6,157,14,"Groin Strain, Ligament Damage, Fracture, ACL Injury, Ankle Injury, Achilles Injury",2023-07-30,932.0,0.7,0,0,1,1,1.51,124,0,0.027,20152,0.083,0.568,0.349,10.14,399681,91.2,1,8.5,9318,4151,15790,15.5,19.67,22.93,3,Declining,0.2684563758389262,0.15436241610738255,126,0.4228187919463087,323.358024691358,557.2765957446809,-1.0,15.96,4.91,58.38926174496644,9.825,62.07380793833522,0,Experienced,0.0,0.024624,2.713463268612165,0.2071,11.446335999999999,41.484052348993295,34.9922210774149,251.41849908480785,30-33
PL0156,Luis Suárez,Uruguay,ST,Inter Miami,37,1989-11-20,Right,2029-02-15,3,402,19043,35,88,469.0,476.0,40.56,593.0,457.0,7.89,10,20,0,40.2,47.4,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,11,741,67.4,171,22,"Hip Injury, Muscle Injury, Concussion, Ligament Damage, Shoulder Injury, Knee Injury, Fracture, Achilles Injury",2025-03-17,336.0,1.1,1,0,0,1,2.03,112,0,0.632,38628,0.483,0.312,0.204,10.73,594005,4.8,0,3.51,3494,1724,18155,23.31,25.97,75.22,5,Declining,0.08706467661691543,0.21890547263681592,123,0.30597014925373134,528.9722222222222,213.96629213483146,8.0,18.04,4.23,72.13930348258707,5.616666666666667,56.01059856939073,0,Veteran,0.0,0.030336,71.62308708749806,0.5704000000000001,0.0,50.73666069651741,100.0,208.7069547368055,34+
PL0157,Sergio Busquets,Spain,CDM,Inter Miami,36,1990-04-22,Right,2029-02-15,3,322,36180,59,83,1014.0,449.0,45.260000000000005,591.0,219.0,6.57,10,36,6,32.2,112.4,84.97,654.0,738.0,1302.0,115.0,758.0,72.89,218.0,14,1393,99.5,164,15,"Groin Strain, Hamstring Injury, Hip Injury, Meniscus Tear, Ligament Damage, Knee Injury, Shoulder Injury, Ankle Injury, Achilles Injury",2025-02-12,369.0,1.4,1,1,0,1,3.82,304,0,0.0,3832,0.196,0.62,0.184,10.0,23610,82.3,1,1.39,6057,1287,4358,6.8,9.35,10.64,2,Declining,0.18322981366459629,0.2577639751552795,142,0.4409937888198758,603.0,430.7142857142857,0.40000000000000036,16.44,6.619999999999999,5.590062111801245,6.633333333333334,16.339428154090818,0,Veteran,0.0,0.0,0.0,0.1487,2.37584,30.98341242236025,22.251706211180128,397.22323618410576,34+
PL0158,Jordi Alba,Spain,LB,Inter Miami,35,1991-04-05,Right,2027-02-16,1,244,35124,29,39,1014.0,449.0,45.260000000000005,440.0,456.0,7.29,10,13,5,24.4,144.0,78.44,507.0,976.0,1124.0,115.0,758.0,72.89,218.0,23,1793,78.0,180,10,"Groin Strain, Hip Injury, Muscle Injury, Hamstring Injury, Concussion, Ankle Injury, Ligament Damage, Shoulder Injury, Fracture, Calf Injury, Meniscus Tear, Achilles Injury",2025-06-30,231.0,2.3,0,1,0,1,4.91,368,0,0.364,7029,0.346,0.444,0.21,12.12,131966,58.0,1,7.9,6028,4953,885,5.76,7.36,4.86,1,Declining,0.11885245901639344,0.1598360655737705,68,0.2786885245901639,1170.8,878.1,3.7,14.879999999999999,9.51,0.0,3.25,4.6134855964491726,0,Veteran,0.0,0.21111999999999997,39.07840549552324,0.43960000000000005,3.120876,33.0152,76.10520824328486,488.3905325443787,34+
PL0159,Matheus Cunha,Brazil,ST,Wolverhampton,25,2001-04-16,Right,2031-02-15,5,304,41850,222,100,843.0,228.0,41.82,836.0,594.0,7.96,7,17,1,43.4,137.7,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,4,466,116.5,151,78,"Groin Strain, Back Injury, Hip Injury, Hamstring Injury",2024-11-18,455.0,0.4,0,1,0,0,1.28,102,0,0.424,13327,0.437,0.341,0.222,10.07,85762,11.3,0,3.61,5286,4177,6548,140.15,167.67,171.25,3,Rising,0.7302631578947368,0.32894736842105265,322,1.0592105263157894,187.66816143497758,414.35643564356434,7.3,13.08,2.08,66.44736842105263,23.3,561.2673666166246,1,Prime,0.0,0.047911999999999996,40.55180825685967,0.4686,0.0,48.68267368421053,100.0,34.4900274064545,22-25
PL0160,Hwang Hee-chan,South Korea,ST,Wolverhampton,28,1998-08-14,Right,2031-02-15,5,453,28017,214,144,988.0,747.0,44.27,786.0,681.0,6.87,10,58,7,45.3,61.8,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,2,198,99.0,108,90,"Calf Injury, Hamstring Injury",2025-04-02,320.0,0.2,0,1,0,0,0.54,39,0,0.035,6097,0.121,0.617,0.263,11.35,41779,4.0,1,1.69,9854,1304,4785,85.48,95.03,43.1,1,Stable,0.47240618101545256,0.31788079470198677,358,0.7902869757174393,130.31162790697675,193.2206896551724,-2.8000000000000007,19.060000000000002,0.9400000000000001,91.3907284768212,33.0,342.3270388754126,1,Prime,0.0,0.0014000000000000002,3.462318231668523,0.1438,3.761849,49.857745695364244,48.24235019518491,57.652342385943854,26-29
PL0161,Eberechi Eze,England,CAM,Crystal Palace,26,2000-12-23,Left,2030-02-15,4,301,20521,11,55,1014.0,449.0,45.260000000000005,193.0,480.0,6.94,8,60,0,37.6,68.2,92.98,755.0,738.0,1302.0,115.0,758.0,72.89,218.0,11,1094,99.5,163,34,"Hip Injury, Ankle Injury, Back Injury, Knee Injury, Shoulder Injury, Fracture, Meniscus Tear, Achilles Injury",2023-12-16,793.0,1.1,1,0,0,1,3.0,184,0,0.078,21768,0.112,0.581,0.306,4.62,259007,28.3,1,5.02,2639,408,9487,60.02,69.4,74.49,3,Stable,0.036544850498338874,0.18272425249169436,66,0.21926910299003322,1710.0833333333333,366.44642857142856,4.0,14.02,5.2,38.87043189368771,8.291666666666666,192.2926427075551,1,Prime,0.0,0.022074000000000003,3.5993629658229613,0.1988,12.647208,38.73568637873755,34.36688763810322,63.48031199399794,26-29
PL0162,Michael Olise,France,RW,Bayern Munich,22,2004-07-08,Both,2028-02-16,2,310,27152,98,109,913.0,212.0,37.49,782.0,478.0,7.9,4,32,7,77.5,87.6,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,5,542,108.4,173,19,"Hamstring Injury, Ligament Damage, ACL Injury, Ankle Injury, Achilles Injury",2023-10-11,859.0,0.5,0,1,1,1,1.48,105,0,0.373,28150,0.318,0.433,0.249,4.33,320199,35.1,1,8.7,2975,1865,6794,120.17,136.61,165.72,3,Rising,0.3161290322580645,0.35161290322580646,207,0.667741935483871,274.26262626262627,246.83636363636364,-0.1999999999999993,10.2,4.48,66.12903225806451,18.066666666666666,192.50089032128372,0,Emerging,13.68061912290922,0.130923,16.54714320385275,0.44499999999999995,12.18895,47.755806451612905,59.73861803158558,39.41223607461657,22-25
PL0163,Ivan Toney,England,ST,Al Ahli,28,1998-12-01,Left,2027-02-16,1,406,15865,142,26,1355.0,237.0,54.32,691.0,373.0,7.14,10,20,4,40.6,39.1,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,8,888,111.0,172,49,"Groin Strain, Muscle Injury, Concussion, Shoulder Injury, Fracture, ACL Injury, Calf Injury",2024-01-13,765.0,0.8,0,0,1,1,2.43,128,0,0.246,47152,0.24,0.38,0.38,11.92,412966,32.6,0,4.05,6997,3792,4749,87.17,99.69,175.19,4,Stable,0.3497536945812808,0.06403940886699508,168,0.41379310344827586,110.94405594405595,587.5925925925926,4.0,18.119999999999997,6.03,68.47290640394088,12.333333333333334,69.81901726431848,1,Prime,0.0,0.080196,31.555143909146555,0.3349,0.0,46.54838128078818,78.54690650411392,52.79389960393351,26-29
PL0164,Alexander Isak,Sweden,ST,Newcastle,25,2001-04-06,Left,2031-02-15,5,452,25590,46,81,768.0,464.0,50.32,482.0,415.0,7.96,7,26,3,64.6,56.6,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,9,845,93.9,146,7,"Hamstring Injury, Ankle Injury, Ligament Damage, Back Injury, Meniscus Tear, Achilles Injury",2025-07-20,211.0,0.9,0,1,0,1,2.32,192,0,0.648,36504,0.579,0.247,0.174,2.75,431492,31.4,0,1.07,5936,3626,18217,118.41,159.17,410.0,6,Rising,0.10176991150442478,0.17920353982300885,127,0.2809734513274336,544.468085106383,312.0731707317073,4.4,16.04,4.12,57.52212389380531,9.39,474.2038450308563,1,Prime,0.0,0.20347200000000001,18.720274448385513,0.5942000000000002,0.0,47.740824778761066,63.710824061958796,39.98059189243872,22-25
PL0165,Anthony Gordon,England,LW,Newcastle,23,2003-01-18,Right,2028-02-16,2,259,20113,188,108,501.0,438.0,37.29,239.0,338.0,7.63,5,66,5,51.8,77.7,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,15,1237,82.5,165,15,"Groin Strain, Hip Injury, Hamstring Injury, Muscle Injury, Shoulder Injury, Ankle Injury",2024-02-15,732.0,1.5,0,1,0,0,3.39,193,0,0.402,35538,0.346,0.442,0.212,12.04,695552,8.3,1,5.7,6376,3766,19822,66.81,90.36,86.5,3,Rising,0.7258687258687259,0.416988416988417,296,1.1428571428571428,106.41798941798942,184.52293577981652,-1.5999999999999996,10.18,6.390000000000001,25.482625482625494,5.15625,107.02325440929488,0,Emerging,35.249214189492584,0.03336600000000001,50.71622633665023,0.43320000000000003,15.707796,38.518925096525095,100.0,56.80419568872599,22-25
PL0166,Bruno Guimarães,Brazil,CM,Newcastle,26,2000-08-05,Both,2030-02-15,4,201,34334,39,27,1014.0,449.0,45.260000000000005,281.0,465.0,7.31,8,15,3,25.1,170.8,80.21,561.0,738.0,1302.0,115.0,758.0,72.89,218.0,2,148,74.0,102,46,"Hip Injury, Concussion",2024-04-09,678.0,0.2,0,0,0,0,0.41,32,0,0.209,11634,0.219,0.515,0.266,9.47,98243,69.6,1,3.08,6171,2283,17558,70.5,84.32,155.34,4,Stable,0.19402985074626866,0.13432835820895522,66,0.3283582089552239,858.35,1226.2142857142858,5.5,12.02,0.81,84.07960199004975,24.666666666666668,225.86856565949074,1,Prime,0.0,0.14546399999999998,18.529102124689743,0.2771,5.99151,49.01412039800995,70.6807133860396,68.55121733987406,26-29
PL0167,Sandro Tonali,Italy,CDM,Newcastle,24,2002-09-18,Left,2031-02-15,5,359,19777,19,84,1014.0,449.0,45.260000000000005,207.0,654.0,6.81,6,57,6,59.8,55.1,86.64,442.0,738.0,1302.0,115.0,758.0,72.89,218.0,15,1407,93.8,165,15,"Groin Strain, Hip Injury, Ankle Injury, Ligament Damage, Shoulder Injury, ACL Injury, Calf Injury, Meniscus Tear, Achilles Injury",2025-03-19,334.0,1.5,0,0,1,1,3.85,310,0,0.115,12065,0.274,0.573,0.153,7.44,145940,5.6,1,4.98,4962,1592,4960,37.68,51.44,81.61,6,Rising,0.052924791086350974,0.233983286908078,103,0.28690807799442897,988.85,232.6705882352941,-1.6999999999999993,13.18,8.85,13.649025069637887,5.8625,150.8994247171917,0,Prime,36.51804670912951,0.00644,8.041054452561006,0.2634,6.913245,33.132605013927574,30.927884185805297,85.65823426558318,22-25
PL0168,Kieran Trippier,England,RB,Newcastle,34,1992-08-20,Left,2031-02-15,5,186,34533,29,23,1014.0,449.0,45.260000000000005,440.0,456.0,6.77,10,62,5,18.6,185.7,86.5,693.0,325.0,1168.0,115.0,758.0,72.89,218.0,9,831,92.3,172,8,"Hip Injury, Meniscus Tear, Knee Injury, Calf Injury, Ankle Injury, Achilles Injury",2025-10-22,117.0,0.9,1,0,0,1,2.28,174,0,0.337,12409,0.242,0.372,0.386,7.15,111383,75.0,0,8.06,5521,954,18993,7.78,10.07,23.13,4,Declining,0.15591397849462366,0.12365591397849462,52,0.27956989247311825,1151.1,1438.875,-1.1999999999999993,13.72,4.08,6.451612903225808,9.23,31.157046823241807,0,Veteran,0.0,0.25275000000000003,22.71303967041357,0.4136,0.0,31.94152258064516,61.88032079594293,363.798662649717,34+
PL0169,Jarrod Bowen,England,RW,West Ham,28,1998-09-15,Both,2028-02-16,2,410,24935,189,28,728.0,577.0,35.89,353.0,176.0,6.59,10,37,5,41.0,60.8,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,14,1387,99.1,164,21,"Groin Strain, Hip Injury, Muscle Injury, Hamstring Injury, Ligament Damage, Knee Injury, Shoulder Injury, Fracture, Calf Injury, Ankle Injury",2024-08-16,549.0,1.4,1,1,0,1,3.8,221,0,0.0,5842,0.171,0.598,0.231,2.84,91435,54.4,1,1.29,5278,857,1835,41.1,48.36,77.27,4,Stable,0.4609756097560976,0.06829268292682927,217,0.5292682926829269,131.23684210526315,859.8275862068965,1.3000000000000007,18.2,6.6,46.09756097560975,6.6066666666666665,65.83828403266007,1,Prime,0.0,0.0,0.0,0.1446,3.493516,39.50871219512195,26.554356097560976,93.84492207867446,26-29
PL0170,Wilfried Zaha,Ivory Coast,LW,Galatasaray,32,1994-08-15,Right,2029-02-15,3,431,38754,229,119,1440.0,552.0,53.8,587.0,183.0,7.58,10,29,6,43.1,89.9,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,23,1973,85.8,166,26,"Groin Strain, Hip Injury, Hamstring Injury, Concussion, Meniscus Tear, Ligament Damage, Back Injury, Knee Injury, Shoulder Injury, Fracture, ACL Injury, Calf Injury, Ankle Injury, Achilles Injury",2026-02-07,9.0,2.3,1,1,1,1,5.41,427,1,0.438,13707,0.461,0.39,0.149,4.92,154199,76.4,0,1.06,7996,3067,10117,20.61,27.73,7.53,1,Declining,0.531322505800464,0.27610208816705334,348,0.8074245939675174,168.49565217391304,322.95,1.0999999999999996,18.619999999999997,10.0,0.9280742459396834,3.5749999999999997,49.52288444938409,0,Experienced,0.0,0.334632,20.527577643457825,0.4461,0.0,35.121814849187935,48.352273889780705,162.52575126880117,30-33
PL0171,Douglas Luiz,Brazil,CM,Juventus,26,2000-11-09,Left,2031-02-15,5,220,18733,38,92,1014.0,449.0,45.260000000000005,444.0,715.0,7.31,8,25,8,27.5,85.2,88.19,628.0,738.0,1302.0,115.0,758.0,72.89,218.0,11,805,73.2,175,22,"Groin Strain, Hamstring Injury, Muscle Injury, Knee Injury, ACL Injury, Calf Injury, Achilles Injury",2024-12-14,429.0,1.1,1,1,1,1,2.21,132,0,0.205,34201,0.144,0.52,0.335,13.7,232319,77.1,1,3.37,7486,3727,1281,66.49,78.74,95.36,4,Stable,0.17272727272727273,0.41818181818181815,130,0.5909090909090909,480.3333333333333,201.43010752688173,-0.5,12.4,6.41,40.0,6.1000000000000005,266.2766122464457,1,Prime,0.0,0.15805499999999997,29.320850657351812,0.2549,17.78452,40.2298,71.27617598602771,59.608534597718176,26-29
PL0172,John McGinn,Scotland,CM,Aston Villa,30,1996-11-08,Left,2029-02-15,3,206,36093,70,104,1014.0,449.0,45.260000000000005,416.0,737.0,6.79,10,47,3,20.6,175.2,85.73,475.0,738.0,1302.0,115.0,758.0,72.89,218.0,8,843,105.4,177,19,"Hip Injury, Concussion, Shoulder Injury, Fracture, Ankle Injury, Achilles Injury",2024-08-31,534.0,0.8,0,0,0,1,2.31,179,0,0.253,4056,0.27,0.498,0.233,11.71,47100,11.1,1,2.66,2879,4570,7539,30.34,38.86,89.13,5,Stable,0.33980582524271846,0.5048543689320388,174,0.8446601941747572,508.3521126760563,343.74285714285713,2.3,14.120000000000001,3.91,13.106796116504853,11.711111111111112,72.90268385222286,0,Experienced,0.0,0.028083,24.614119790627317,0.30920000000000003,2.019888,33.22375922330098,65.71305929759146,106.01071864486593,30-33
PL0173,Emiliano Martínez,Argentina,GK,Aston Villa,32,1994-02-23,Right,2029-02-15,3,234,21465,1,1,1014.0,449.0,45.260000000000005,440.0,456.0,7.1,10,66,6,23.4,91.7,85.91,634.0,738.0,1302.0,98.0,722.0,77.72,159.0,24,2208,92.0,179,8,"Groin Strain, Hip Injury, Ankle Injury, Concussion, Muscle Injury, Ligament Damage, Hamstring Injury, Back Injury, Shoulder Injury, Knee Injury, Fracture, Meniscus Tear, Achilles Injury",2024-07-03,593.0,2.4,1,1,0,1,6.05,425,0,0.42,14229,0.443,0.304,0.253,10.35,251892,37.4,0,5.76,7538,3151,14763,7.17,9.67,10.85,2,Declining,0.004273504273504274,0.004273504273504274,2,0.008547008547008548,10732.5,10732.5,-2.5999999999999996,14.68,10.0,0.0,3.68,17.228485274239876,0,Experienced,0.0,0.15708,41.5708291331417,0.4977,0.0,32.3314,78.52194369971255,395.73317013463895,30-33
PL0174,Morgan Rogers,England,CAM,Aston Villa,22,2004-05-11,Both,2029-02-15,3,365,18811,55,91,1014.0,449.0,45.260000000000005,189.0,717.0,7.41,4,67,6,91.2,51.5,91.89,695.0,738.0,1302.0,115.0,758.0,72.89,218.0,4,422,105.5,169,21,"Back Injury, Meniscus Tear, Muscle Injury",2023-03-05,1079.0,0.4,0,0,0,1,1.16,93,0,0.302,15039,0.31,0.46,0.23,14.58,249849,23.9,1,7.87,1233,518,11575,60.56,69.89,192.3,6,Rising,0.1506849315068493,0.2493150684931507,146,0.4,335.9107142857143,204.4673913043478,-2.6999999999999993,11.3,1.96,74.52054794520548,21.1,145.51702485466765,0,Emerging,15.406208718626152,0.07217799999999999,42.35165618978497,0.40049999999999997,6.917940000000001,47.6051095890411,100.0,77.33123714918958,22-25
PL0175,Jarrad Branthwaite,England,CB,Everton,22,2004-02-05,Right,2028-02-16,2,267,32156,10,39,1014.0,449.0,45.260000000000005,440.0,456.0,7.17,4,43,4,66.8,120.4,87.44,901.0,1095.0,1334.0,115.0,758.0,72.89,218.0,3,284,94.7,145,50,"Ligament Damage, ACL Injury",2023-06-14,978.0,0.3,0,0,1,1,0.78,48,0,0.381,15278,0.422,0.401,0.178,9.13,133074,65.0,1,5.39,3571,3128,9621,43.53,47.91,146.25,6,Rising,0.03745318352059925,0.14606741573033707,49,0.18352059925093633,2923.2727272727275,803.9,1.6999999999999993,9.34,3.38,82.02247191011236,23.675,69.73091250466406,0,Emerging,10.062026188835276,0.24765,33.51297413723859,0.45270000000000005,6.126478,47.85789438202248,87.43840839686914,107.4733761105378,22-25
PL0176,Dominic Calvert-Lewin,England,ST,Everton,27,1999-07-23,Both,2028-02-16,2,344,25584,60,35,1236.0,631.0,45.1,351.0,656.0,7.54,9,35,2,38.2,74.4,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,8,726,90.8,175,11,"Groin Strain, Hip Injury, Muscle Injury, Meniscus Tear, Shoulder Injury, Calf Injury, Ankle Injury, Achilles Injury",2024-05-04,653.0,0.8,0,0,0,1,1.99,150,0,0.442,6960,0.452,0.317,0.23,5.9,75067,70.4,0,8.21,4949,2957,5090,111.12,148.73,25.54,1,Stable,0.1744186046511628,0.10174418604651163,95,0.2761627906976744,419.40983606557376,710.6666666666666,4.5,15.879999999999999,3.59,56.395348837209305,10.088888888888889,178.0036525963306,1,Prime,0.0,0.311168,23.074018906723655,0.5311000000000001,0.0,45.677269767441864,70.2696632438064,40.739626977739796,26-29
PL0177,Jordan Pickford,England,GK,Everton,30,1996-04-03,Left,2030-02-15,4,374,28378,0,1,1014.0,449.0,45.260000000000005,440.0,456.0,7.12,10,70,1,37.4,75.9,85.91,634.0,738.0,1302.0,55.0,828.0,69.48,383.0,7,613,87.6,156,47,"Hamstring Injury, Muscle Injury, Ankle Injury, Back Injury, Knee Injury, Meniscus Tear, Achilles Injury",2024-02-25,722.0,0.7,1,1,0,1,1.68,138,0,0.472,6396,0.516,0.319,0.164,2.28,79706,94.0,0,4.44,6140,104,19092,20.84,27.76,49.52,4,Stable,0.0,0.00267379679144385,1,0.00267379679144385,28378.0,14189.0,2.0,17.48,3.08,63.101604278074866,10.95,66.76738877083386,0,Experienced,0.0,0.44367999999999996,9.431018998073858,0.5242,0.0,45.64472085561498,50.80888892491828,208.99597461362168,30-33
PL0178,Iliman Ndiaye,Senegal,CAM,Everton,24,2002-06-18,Left,2030-02-15,4,244,17316,65,23,1014.0,449.0,45.260000000000005,187.0,370.0,7.88,6,64,5,40.7,71.0,81.72,742.0,738.0,1302.0,115.0,758.0,72.89,218.0,4,403,100.8,148,51,"Ligament Damage, Shoulder Injury, Meniscus Tear, Groin Strain",2024-09-19,515.0,0.4,0,0,0,1,1.1,68,0,0.374,10811,0.356,0.445,0.199,6.16,77926,94.2,1,2.64,1913,4809,5446,82.44,107.96,190.39,5,Rising,0.26639344262295084,0.0942622950819672,88,0.36065573770491804,262.3636363636364,721.5,-1.4000000000000004,10.879999999999999,1.9000000000000001,72.1311475409836,20.16,264.1220503967151,0,Prime,30.95584667637069,0.352308,21.399014888735977,0.3938,4.810895,48.909829508196715,72.75343708720233,58.6167659494208,22-25
PL0179,Iago Aspas,Spain,ST,Celta Vigo,37,1989-01-07,Left,2030-02-15,4,235,28483,208,96,894.0,500.0,37.38,544.0,260.0,8.19,10,15,1,23.5,121.2,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,25,1938,77.5,174,7,"Groin Strain, Hip Injury, Muscle Injury, Hamstring Injury, Concussion, Ligament Damage, Shoulder Injury, Knee Injury, Fracture, ACL Injury, Calf Injury, Ankle Injury, Achilles Injury",2025-08-28,172.0,2.5,1,1,1,1,5.31,423,0,0.512,19855,0.524,0.343,0.133,12.24,343218,6.5,0,6.05,8497,213,4051,14.9,17.59,43.59,6,Declining,0.8851063829787233,0.4085106382978723,304,1.2936170212765958,136.2822966507177,293.63917525773195,7.5,14.7,10.0,0.0,2.980769230769231,47.73676068548102,0,Veteran,0.0,0.033280000000000004,62.01868331577309,0.5539000000000001,0.0,36.80779999999999,100.0,231.4955974842767,34+
PL0180,Borja Iglesias,Spain,ST,Bayer Leverkusen,31,1995-10-23,Both,2027-02-16,1,351,30009,134,105,1321.0,646.0,40.79,688.0,287.0,7.72,10,75,1,35.1,85.5,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,12,945,78.8,165,29,"Groin Strain, Hamstring Injury, Hip Injury, Ligament Damage, Back Injury, Shoulder Injury, ACL Injury, Ankle Injury, Achilles Injury",2023-07-18,944.0,1.2,0,1,1,1,2.59,197,0,0.241,62013,0.326,0.445,0.229,2.04,914089,59.0,1,8.6,157,4602,2403,44.68,61.84,113.55,6,Declining,0.3817663817663818,0.29914529914529914,239,0.6809116809116809,222.2888888888889,283.10377358490564,1.5,17.02,6.99,43.87464387464387,6.061538461538461,35.786551466900875,0,Experienced,0.0,0.14218999999999998,5.425304157374098,0.3912,27.595785,43.84132877492878,36.07862062352554,95.97488786105251,30-33
PL0181,Mikel Oyarzabal,Spain,LW,Real Sociedad,27,1999-07-16,Left,2027-02-16,1,247,15555,181,100,1157.0,664.0,42.59,649.0,330.0,7.32,9,45,1,27.4,63.0,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,12,964,80.3,128,16,"Groin Strain, Hamstring Injury, Muscle Injury, Back Injury, Shoulder Injury, Fracture, ACL Injury, Calf Injury",2025-02-26,355.0,1.2,0,1,1,1,2.64,162,0,0.391,4506,0.313,0.325,0.362,10.97,67597,52.7,0,4.1,8683,3833,15435,73.36,87.64,88.57,3,Stable,0.7327935222672065,0.4048582995951417,281,1.1376518218623481,85.46703296703296,154.009900990099,4.5,13.940000000000001,7.04,34.412955465587046,6.176923076923076,58.75786516588738,1,Prime,0.0,0.20605700000000002,36.08728855481632,0.4263,0.0,39.80319109311741,79.95252837878319,53.52769108810841,26-29
PL0182,Takefusa Kubo,Japan,RW,Real Sociedad,23,2003-05-25,Left,2030-02-15,4,288,25043,156,68,498.0,730.0,52.95,793.0,670.0,7.92,5,64,4,57.6,87.0,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,6,599,99.8,175,30,"Groin Strain, Knee Injury, Concussion, Achilles Injury",2025-01-07,405.0,0.6,1,0,0,0,1.64,137,0,0.609,48170,0.443,0.296,0.261,8.03,744944,50.7,0,8.93,1747,911,18653,107.38,126.87,109.92,2,Rising,0.5416666666666666,0.2361111111111111,224,0.7777777777777778,159.5095541401274,362.94202898550725,-0.40000000000000036,10.76,2.84,52.43055555555556,14.257142857142856,344.0250578796612,0,Emerging,18.1504935742224,0.308763,52.729397203939,0.6066,0.0,45.531311111111116,100.0,42.01080560168953,22-25
